"id","Time","VE","Fb","VT","PO2","PCO2","ScO2"
"IHLTF02",1475.31,31.79268265,21.77858353,1.312384963,70.67053986,43.02785873,93.9527420652939
"IHLTF02",1478.065,31.50814056,21.73913002,1.302999735,65.27370453,42.96440887,92.4831325678416
"IHLTF02",1480.825,38.9615593,20.2360878,1.73090601,59.87686539,42.94326019,90.5284019698077
"IHLTF02",1483.79,43.56443405,21.81818199,1.795052767,56.1405983,43.51430511,88.7911259159499
"IHLTF02",1486.54,37.17393494,18.89763832,1.76845789,54.687603,43.13360977,88.0097895363792
"IHLTF02",1489.715,30.53756905,15.32567024,1.791342854,51.36647034,43.15475845,85.9574276093448
"IHLTF02",1493.63,53.93503952,22.30483246,2.173880816,48.46048355,44.00075912,83.8033776524676
"IHLTF02",1496.32,55.88278961,21.77858353,2.30681181,48.66805267,43.09130478,83.9697867465245
"IHLTF02",1499.075,65.3030014,23.80952454,2.465733528,49.29076385,42.79520798,84.4569331227364
"IHLTF02",1501.595,75.92210388,19.448946,3.509423971,47.83776855,42.07610321,83.2916943282545
"IHLTF02",1504.68,72.09777069,19.70443344,3.289437294,67.55698395,40.21490097,93.1550923214823
"IHLTF02",1507.725,62.89775085,20.16806793,2.803719282,88.31404877,39.05164337,96.7743765593579
"IHLTF02",1510.7,46.23709869,22.64151001,1.835899353,100.975853,39.53809357,97.8092115023473
"IHLTF02",1513.35,39.39369202,23.66863823,1.496294618,106.3726959,41.25124741,98.1174258982369
"IHLTF02",1515.885,39.52635574,23.2558136,1.5279845,111.1468124,42.24530792,98.3441093943382
"IHLTF02",1518.465,46.18376923,21.62162209,1.920281172,111.7695236,43.28165436,98.3709703876897
"IHLTF02",1521.24,41.83444214,21.97802162,1.711232901,114.4679413,42.9221077,98.4809468636363
"IHLTF02",1523.97,33.96422195,25.69593239,1.188286066,106.165123,42.9221077,98.1066665388133
"IHLTF02",1526.305,29.09727478,19.8675499,1.316654086,91.63517761,42.85865402,97.0989567868673
"IHLTF02",1529.325,27.84044075,21.20141411,1.180524468,82.7096405,43.74695969,96.1104599757181
"IHLTF02",1532.155,37.05332947,23.34630394,1.426831961,73.99167633,44.23340988,94.6768098532765
"IHLTF02",1534.725,37.8428421,24.29149818,1.400532365,71.70839691,44.10651016,94.1919283310781
"IHLTF02",1537.195,36.49100113,21.12676048,1.552803755,68.17970276,43.74695969,93.3249350307884
"IHLTF02",1540.035,41.69746399,19.70443344,1.902433038,63.61314392,42.47795105,91.9410653677021
"IHLTF02",1543.08,39.77005768,22.42990685,1.594015241,58.00873184,42.07610321,89.7053008072993
"IHLTF02",1545.755,45.54601288,21.69981956,1.886939287,56.76330948,42.26645279,89.1066544440166
"IHLTF02",1548.52,50.83076477,22.8571434,1.999256015,53.85731888,42.5837059,87.5331462786105
"IHLTF02",1551.145,53.4410553,23.2558136,2.065890074,52.40432739,42.96440887,86.6418625444695
"IHLTF02",1553.725,57.50628662,21.54398537,2.39967823,50.53618622,42.7529068,85.3791215418954
"IHLTF02",1556.51,64.76404572,23.4375,2.484199286,49.49833679,43.13360977,84.6153745095143
"IHLTF02",1559.07,68.74542236,24.64065742,2.508159637,48.04534149,43.23935699,83.4643580079357
"IHLTF02",1561.505,70.6764679,23.4375,2.710985899,47.83776855,43.53545761,83.2916943282545
"IHLTF02",1564.065,73.6628952,24.64065742,2.687572479,64.85856628,42.22415543,92.3520666726289
"IHLTF02",1566.5,71.50444031,24.0480957,2.67310524,81.87935638,40.25719833,95.9973990558518
"IHLTF02",1568.995,66.03501129,23.48336601,2.528003216,95.99415588,39.11509323,97.4630669024009
"IHLTF02",1571.55,52.5978775,22.90076256,2.064819098,104.2969894,38.75554276,98.0060887673642
"IHLTF02",1574.17,44.97329712,23.95209503,1.688009739,110.3165359,39.834198,98.3073783910102
"IHLTF02",1576.675,31.34603119,24.39024353,1.155394077,113.4300995,41.2935524,98.4398441156158
"IHLTF02",1579.135,32.88578796,24.94802475,1.185047626,114.052803,42.28760147,98.4646793153241
"IHLTF02",1581.54,35.09132385,25.75107384,1.225090384,115.505806,43.13360977,98.5206325463689
"IHLTF02",1583.87,20.27188683,20.83333397,0.874780476,110.5241013,43.23935699,98.3166609407695
"IHLTF02",1586.75,25.96566963,19.35483932,1.206073165,103.8818436,44.02191162,97.9827876473927
